caption_length,comments,content_category,engagement_rate,followers_gained,hashtags_count,impressions,media_type,Sum of likes,post_id,Sum of reach,Sum of saves,Sum of shares,traffic_source,upload_date
2125,4762,Technology,21.63,723,21,895072,Video,179484,IG0000946,838107,8085,1310,Hashtags,12/16/2024
2125,4884,Beauty,7.91,790,25,1966236,Photo,137664,IG0014112,1681710,9336,3733,Hashtags,8/2/2025
2125,5916,Photography,3.46,956,10,1125892,Reel,30244,IG0007364,1014120,2167,683,Home Feed,8/15/2025
2125,6781,Beauty,31.87,660,7,624643,Carousel,186490,IG0012228,131105,2314,3486,Explore,6/2/2025
2125,6905,Travel,13.75,559,15,1139957,Photo,144621,IG0008305,775361,4382,812,Profile,10/9/2025
2125,7512,Lifestyle,10.85,865,4,1902735,Carousel,187256,IG0028710,1417540,7438,4160,External,10/30/2025
2125,8117,Fitness,10.55,288,0,1550539,Reel,145498,IG0003898,1449439,9753,240,External,1/11/2025
2125,8946,Beauty,64.19,923,2,226910,Reel,119363,IG0001587,131801,12353,4982,Profile,3/28/2025
2126,358,Fitness,10.14,986,22,1012082,Photo,88475,IG0018220,784436,11807,2033,Explore,12/11/2024
2126,2574,Beauty,3.26,462,10,898507,Photo,8603,IG0007949,817470,13680,4474,Profile,5/27/2025
2126,3442,Beauty,4.89,42,4,2340314,Photo,108049,IG0012774,1893939,2684,383,Home Feed,5/5/2025
2126,4700,Photography,0.97,248,20,1658122,Photo,2490,IG0009845,1601602,7989,928,Hashtags,3/1/2025
2126,4800,Technology,9.4,188,9,984475,Video,82267,IG0009910,606948,4000,1426,Explore,4/22/2025
2126,4842,Fashion,8.97,164,12,879052,Carousel,55347,IG0014159,670002,14762,3868,External,12/10/2024
2126,4846,Beauty,9.92,514,11,1002833,Carousel,80209,IG0024068,729605,11342,3091,Reels Feed,12/6/2024
2126,6341,Fitness,12.11,733,15,1523801,Photo,164970,IG0023932,1456323,8741,4500,Hashtags,10/4/2025
2126,7243,Fitness,11.84,967,22,635719,Photo,57601,IG0016148,310942,8120,2308,Explore,1/10/2025
2126,7395,Technology,3.08,802,13,2130819,Photo,46591,IG0000348,1947925,11075,630,Reels Feed,8/12/2025
2126,7519,Technology,4.95,960,16,1840097,Carousel,67902,IG0019368,1569013,11877,3756,Explore,4/13/2025
2126,9099,Fitness,16.5,917,8,1221286,Photo,189137,IG0020892,965053,1052,2280,External,8/9/2025
2126,9193,Lifestyle,28.19,378,15,634242,Video,152348,IG0008759,227740,13493,3734,Profile,5/16/2025
2126,9198,Music,21.87,330,0,247631,Video,31185,IG0019283,29516,10331,3452,Home Feed,7/28/2025
2126,9873,Comedy,9.58,707,9,2067678,Carousel,183125,IG0025830,1799890,4079,1066,Reels Feed,6/11/2025
2127,554,Beauty,32.33,214,14,241639,Video,66621,IG0019825,106427,6505,4432,Hashtags,1/9/2025
2127,1711,Fitness,7.1,915,21,1802386,Video,117209,IG0001791,1557432,4219,4744,External,3/27/2025
2127,3657,Travel,10.84,218,4,1830077,Carousel,186206,IG0022235,1760923,7005,1537,Home Feed,1/10/2025
2127,4197,Photography,15.14,425,30,1311897,Carousel,189769,IG0009425,1118725,3340,1275,Home Feed,1/28/2025
2127,4465,Lifestyle,2.69,566,22,982929,Reel,6254,IG0020101,641254,14757,951,Hashtags,9/8/2025
2127,4539,Fitness,19.45,589,3,895516,Carousel,157263,IG0021787,801117,9443,2909,Home Feed,3/21/2025
2127,5526,Beauty,11.5,344,22,1228158,Reel,133105,IG0017514,809600,750,1904,Home Feed,11/7/2025
2127,5730,Fitness,14.72,533,25,1225510,Photo,156599,IG0020722,1115863,13306,4775,Profile,1/30/2025
2127,5797,Comedy,7.86,603,4,1877419,Photo,127443,IG0010946,1770744,12566,1692,Profile,9/24/2025
2127,5858,Fashion,1.98,245,3,1992615,Photo,25583,IG0011641,1669230,3385,4668,Hashtags,11/9/2025
2127,6357,Fashion,11.82,361,23,1805031,Carousel,190096,IG0006647,1431424,13046,3859,External,7/2/2025
2127,6741,Fitness,2.63,798,8,1350298,Video,15446,IG0016541,1065773,8586,4700,Profile,3/12/2025
2127,6926,Technology,9.71,392,0,1965143,Video,169830,IG0003279,1931852,11924,2159,External,2/16/2025
2127,7562,Fashion,10.73,406,20,1267759,Reel,114273,IG0029643,1150298,12059,2187,Home Feed,5/5/2025
2127,7763,Fashion,10.75,943,13,1652148,Video,163900,IG0006557,1234216,3460,2419,Explore,8/31/2025
2127,7847,Technology,9.86,422,11,1709679,Reel,146396,IG0014909,1572313,10281,4010,Hashtags,6/5/2025
2127,8293,Lifestyle,205.36,404,18,84371,Carousel,148110,IG0004956,60805,14031,2827,External,3/14/2025
2127,8887,Fashion,6.56,581,20,1260579,Photo,67756,IG0017649,1081485,5368,638,Home Feed,7/19/2025
2127,9662,Fitness,33.99,174,16,519582,Carousel,155500,IG0022651,359853,10899,537,Explore,6/2/2025
2128,2320,Lifestyle,6.07,149,18,1113578,Photo,56590,IG0025825,982588,7729,950,Explore,7/1/2025
2128,3734,Food,8.03,468,19,434813,Carousel,13156,IG0012291,276510,13795,4241,Hashtags,12/9/2024
2128,4358,Technology,16.94,634,18,590904,Carousel,89043,IG0010479,450262,5425,1302,Hashtags,7/12/2025
2128,5303,Lifestyle,27.25,213,11,506915,Photo,114689,IG0020263,154360,14263,3902,Home Feed,6/1/2025
2128,7356,Fashion,3.76,831,10,1849269,Carousel,56572,IG0010366,1805690,4361,1240,External,11/11/2025
2128,7634,Fitness,3.56,394,21,1336191,Reel,28404,IG0003607,1269579,10119,1345,Hashtags,10/14/2025
2128,8062,Beauty,23.48,443,19,777389,Carousel,168950,IG0016307,600957,1332,4224,Explore,12/25/2024
2128,8249,Fashion,5.05,669,3,1882050,Carousel,78773,IG0001217,1820724,7775,245,Reels Feed,4/24/2025
2128,9265,Music,46.73,138,17,259485,Video,99960,IG0003330,185574,11818,223,Reels Feed,11/3/2025
2129,334,Comedy,5.23,328,28,2216869,Photo,102450,IG0000484,1934745,8430,4679,Hashtags,5/18/2025
2129,1112,Fitness,8.85,284,12,750385,Photo,53563,IG0027185,473386,9144,2577,External,5/24/2025
2129,2827,Lifestyle,23.98,973,24,531586,Reel,111214,IG0009152,481991,13311,123,Profile,3/10/2025
2129,4473,Lifestyle,17.91,142,28,475786,Carousel,64761,IG0025234,56885,14797,1183,Hashtags,4/22/2025
2129,5712,Fitness,27.21,454,0,478357,Video,109916,IG0021989,426163,12379,2142,Hashtags,12/16/2024
2129,5715,Lifestyle,8.51,548,8,1076622,Photo,71222,IG0004865,811354,11970,2660,Hashtags,2/7/2025
2129,6215,Photography,8.64,308,16,1832250,Reel,144672,IG0013516,1461374,5526,1941,Explore,11/9/2025
2129,6292,Music,28.62,712,18,687920,Carousel,182998,IG0015522,336229,4199,3426,Home Feed,6/27/2025
2129,6900,Food,16.62,960,19,852692,Reel,133580,IG0029218,554114,482,735,Hashtags,3/12/2025
2129,7024,Fitness,1.85,659,29,1992641,Carousel,16647,IG0003036,1525926,12170,931,Hashtags,3/25/2025
2129,7171,Technology,19.33,944,18,947929,Video,165529,IG0018531,778971,8559,1992,Home Feed,12/3/2024
2129,8466,Food,9.64,308,9,875049,Video,67119,IG0016175,417825,8642,156,Reels Feed,2/16/2025
2129,9013,Beauty,4.16,758,18,1488516,Carousel,38228,IG0019060,1418562,14234,481,Reels Feed,11/27/2024
2129,9374,Technology,4.5,985,4,1918611,Reel,64903,IG0005838,1895644,10904,1186,Hashtags,11/14/2025
2130,735,Beauty,23.63,350,28,302357,Carousel,60604,IG0024424,197611,8063,2039,Profile,2/27/2025
2130,4295,Travel,16.87,639,15,1007065,Video,154114,IG0019234,510955,10363,1128,Hashtags,11/23/2024
2130,4883,Fashion,9.9,827,24,727239,Video,54427,IG0021703,570634,8922,3734,Reels Feed,4/22/2025
2130,9510,Comedy,1.7,248,6,2094553,Video,7222,IG0010191,1898197,14832,4071,Home Feed,11/26/2024
2130,9652,Fashion,5.39,177,20,1811778,Carousel,76285,IG0015058,1706832,10940,793,Explore,7/8/2025
2130,9665,Music,5.38,476,5,2426469,Reel,109500,IG0009323,1975832,9730,1719,Home Feed,6/6/2025
2131,11,Fashion,6.23,19,26,1797354,Carousel,97633,IG0021791,1505048,9643,4628,External,2/28/2025
2131,37,Technology,11.34,134,28,1750690,Video,190205,IG0004425,1265036,7392,810,External,8/24/2025
2131,742,Photography,24.09,15,26,437241,Video,100778,IG0001264,350714,1379,2438,External,5/27/2025
2131,977,Technology,52.34,120,25,123441,Reel,52722,IG0010076,117505,7493,3422,Profile,2/17/2025
2131,1153,Food,2.83,384,11,1570521,Reel,33325,IG0021493,1520770,6755,3281,Home Feed,11/22/2024
2131,1912,Fashion,15.66,995,14,684512,Reel,95325,IG0005405,591842,5917,4073,Hashtags,8/14/2025
2131,1960,Lifestyle,0.63,170,1,1586707,Photo,2590,IG0021924,1577261,4214,1285,Home Feed,9/11/2025
2131,2998,Fitness,7.62,527,27,1985193,Photo,140954,IG0013728,1720120,3612,3780,Profile,5/7/2025
2131,3520,Comedy,9.38,934,29,1571962,Carousel,127041,IG0007756,1565492,11935,4993,Reels Feed,11/14/2025
2131,5394,Beauty,64.08,254,24,299811,Video,173163,IG0019187,161167,11277,2284,Home Feed,12/31/2024
2131,6489,Beauty,13.85,461,8,433649,Reel,40217,IG0005388,344352,11865,1504,External,11/26/2024
2131,8502,Beauty,20.6,186,5,1012592,Video,186546,IG0028882,741023,8799,4773,Reels Feed,1/1/2025
2131,8640,Photography,6.85,410,28,2256210,Video,140586,IG0022284,1828508,2540,2780,Explore,4/16/2025
2131,8800,Comedy,9.57,987,9,2081355,Reel,184008,IG0006164,1636022,3766,2700,Profile,7/4/2025
2131,9106,Fashion,4.36,100,20,1123828,Photo,30282,IG0025980,824493,6956,2618,Hashtags,12/21/2024
2131,9318,Music,31.4,699,7,565027,Video,153902,IG0028096,386188,13321,905,Hashtags,9/17/2025
2132,187,Music,12.62,415,16,1450183,Reel,173745,IG0014167,1392285,8331,704,Reels Feed,8/6/2025
2132,405,Lifestyle,14.67,24,8,692868,Photo,89692,IG0021669,441487,11545,5,Home Feed,6/27/2025
2132,884,Lifestyle,6.35,823,25,969477,Video,50616,IG0005997,578576,9305,729,Hashtags,9/29/2025
2132,1643,Fashion,15.31,865,9,820609,Photo,116219,IG0027090,495614,3193,4602,External,6/30/2025
2132,2050,Fashion,1.73,461,22,1534071,Photo,10959,IG0005779,1182294,11369,2171,Home Feed,7/6/2025
2132,2482,Technology,5.75,999,7,922440,Video,41234,IG0014488,854366,8925,418,Hashtags,3/16/2025
2132,3693,Lifestyle,5.24,61,16,1885628,Carousel,80132,IG0024616,1576067,10372,4672,Explore,8/22/2025
2132,5019,Food,13.01,887,10,1518763,Video,179012,IG0028695,1399171,12755,747,Reels Feed,4/14/2025
2132,5741,Music,15.08,471,25,948409,Reel,125218,IG0006223,792689,11789,262,Profile,4/2/2025
2132,6727,Travel,8.36,599,30,1048544,Video,74761,IG0017646,563224,3994,2178,Explore,10/21/2025
2132,6737,Comedy,49.4,924,11,370656,Reel,166825,IG0020626,231437,4778,4779,Hashtags,10/27/2025
2132,7111,Photography,10.35,218,14,1589567,Photo,143433,IG0014967,1289007,12359,1682,Home Feed,8/3/2025
2132,8913,Technology,4.16,561,4,1642140,Reel,53437,IG0027315,1580931,4159,1788,External,8/25/2025
2132,9513,Fitness,9.49,808,29,1415075,Photo,115430,IG0006927,1324138,4553,4735,Profile,3/10/2025
2133,31,Food,8.33,794,26,1443129,Carousel,117932,IG0005998,981544,115,2166,External,8/31/2025
2133,752,Comedy,5.99,985,25,1776538,Carousel,95514,IG0009630,1523479,5894,4199,Hashtags,11/9/2025
2133,1380,Travel,2.34,967,20,2018987,Photo,35928,IG0012834,1988978,8612,1307,Home Feed,1/17/2025
2133,2051,Music,10.82,744,1,1064572,Photo,104741,IG0007534,589378,5228,3157,Explore,1/11/2025
2133,2464,Lifestyle,8.84,964,30,1667892,Photo,142621,IG0004805,1207289,2344,84,Home Feed,6/28/2025
2133,2676,Technology,2.78,905,26,1087249,Video,15961,IG0021890,736216,7080,4526,Reels Feed,7/2/2025
2133,3872,Beauty,14.46,882,13,640748,Video,74889,IG0024584,238852,11558,2321,Profile,3/3/2025
2133,4878,Technology,8.63,943,19,1436647,Video,104344,IG0025277,1365341,10643,4180,Reels Feed,1/28/2025
2133,6629,Music,5.46,230,15,970071,Photo,28127,IG0000750,804152,13390,4802,External,6/17/2025
2133,6660,Travel,146.43,463,20,107882,Carousel,137525,IG0008319,48839,12137,1654,Hashtags,10/18/2025
2133,8562,Music,4.39,617,25,2330279,Carousel,75284,IG0026980,1995610,13559,4834,Home Feed,12/24/2024
2134,1863,Lifestyle,16.52,825,21,1134346,Video,181254,IG0027869,777519,2253,2028,Profile,10/25/2025
2134,3085,Technology,9.83,390,27,1763378,Video,159287,IG0002227,1326629,9039,2006,External,11/3/2025
2134,5132,Music,15.83,862,5,867785,Carousel,122884,IG0021191,773783,6066,3265,Reels Feed,8/27/2025
2134,6042,Beauty,92.34,244,13,211015,Reel,177208,IG0029504,46558,8193,3407,Home Feed,1/2/2025
2134,6277,Food,3.15,366,17,1588937,Video,40987,IG0015564,1345044,926,1844,Reels Feed,3/4/2025
2134,6801,Lifestyle,28.92,166,13,133209,Carousel,21975,IG0022375,28799,7049,2704,External,5/26/2025
2134,7708,Music,10.68,634,18,1284592,Video,124264,IG0004955,794986,4340,829,Hashtags,3/28/2025
2134,7957,Comedy,9.69,591,28,1743884,Carousel,154798,IG0020492,1590953,4247,1929,Explore,1/4/2025
2134,9493,Technology,4.2,584,14,1067801,Video,22931,IG0019474,837043,12289,106,Profile,7/7/2025
2135,243,Lifestyle,1.18,106,8,2150242,Photo,11159,IG0000551,1907736,9019,4996,Profile,1/7/2025
2135,356,Photography,11.67,211,9,1212781,Photo,131438,IG0001396,978301,5555,4206,Home Feed,8/20/2025
2135,2173,Technology,3.98,129,3,999202,Reel,36305,IG0007673,838460,331,928,Home Feed,3/1/2025
2135,2702,Travel,9.33,437,26,1675309,Video,138067,IG0004882,1480639,14186,1410,Explore,8/25/2025
2135,3057,Technology,8.3,813,4,835511,Video,61695,IG0016346,745094,1433,3167,Hashtags,12/14/2024
2135,3060,Fashion,3.49,308,3,1784428,Reel,54430,IG0013433,1391415,1362,3397,Profile,2/14/2025
2135,3265,Travel,13.74,852,9,1259059,Carousel,157141,IG0022412,864829,8160,4382,Profile,8/20/2025
2135,4700,Lifestyle,13.75,795,12,820636,Photo,92021,IG0023135,486185,11684,4456,Reels Feed,6/11/2025
2135,4850,Fashion,12.75,17,14,968627,Reel,100652,IG0009820,673199,14341,3665,Home Feed,6/5/2025
2135,5131,Fashion,4.43,54,21,1688416,Carousel,59197,IG0028452,1589046,6750,3772,External,8/10/2025
2135,5573,Music,5.57,673,6,1691598,Reel,80125,IG0008054,1387852,8271,253,External,6/11/2025
2135,6881,Comedy,6.46,924,28,2195837,Photo,129490,IG0024349,1845654,3620,1789,Hashtags,3/25/2025
2135,7412,Food,7.38,537,19,659157,Video,27009,IG0024828,547705,13229,998,Hashtags,4/14/2025
2135,9064,Beauty,3.82,299,3,2278931,Photo,62621,IG0013105,1933345,14648,668,Hashtags,12/6/2024
2136,1049,Technology,14.2,240,21,879279,Video,107605,IG0019137,447076,11323,4857,Reels Feed,6/4/2025
2136,1900,Beauty,11.93,980,8,576825,Reel,65908,IG0024552,515314,419,586,Profile,1/22/2025
2136,1911,Travel,4.89,87,2,891672,Carousel,39279,IG0005669,702197,1737,714,External,3/29/2025
2136,3599,Fashion,4.3,717,11,1582074,Carousel,48750,IG0022990,1555552,14112,1516,Reels Feed,9/27/2025
2136,3699,Beauty,3.17,780,3,2114515,Photo,48354,IG0022195,1677822,12967,2115,Profile,9/23/2025
2136,4038,Food,13.19,971,17,539252,Video,56810,IG0029798,262691,5923,4358,Profile,2/16/2025
2136,5315,Photography,6.35,573,22,689102,Reel,34848,IG0023060,649940,3238,361,External,2/4/2025
2136,5855,Fashion,10.36,615,19,1185352,Video,104533,IG0009267,989763,10616,1832,Profile,4/29/2025
2136,7095,Beauty,6.53,677,26,1270397,Reel,57680,IG0006627,813682,13486,4699,Reels Feed,6/8/2025
2136,7299,Technology,4.92,125,9,1672039,Reel,59377,IG0007732,1415315,11931,3729,Explore,12/14/2024
2136,7797,Comedy,1.03,157,25,1701358,Reel,693,IG0020085,1218274,5270,3732,External,5/29/2025
2136,8212,Beauty,11.63,945,4,1495202,Reel,161468,IG0000543,1343116,59,4111,Explore,10/2/2025
2136,9373,Beauty,10.17,235,18,490403,Video,24514,IG0000339,3507,14422,1555,Home Feed,12/26/2024
2136,9879,Lifestyle,8.8,929,23,1033857,Carousel,66732,IG0002404,980264,11105,3228,Explore,2/23/2025
2137,761,Beauty,9.1,849,14,1136049,Video,87844,IG0021073,776554,11092,3642,Hashtags,4/3/2025
2137,1013,Travel,6.52,697,18,1724449,Reel,100057,IG0010189,1481059,10655,662,Hashtags,3/4/2025
2137,1113,Food,6.83,843,12,1852704,Carousel,111558,IG0011538,1740705,11184,2727,Home Feed,11/20/2024
2137,1163,Fashion,15.33,487,20,865439,Photo,112721,IG0005908,862777,14130,4691,Reels Feed,5/27/2025
2137,2482,Beauty,3.07,238,6,909999,Photo,15271,IG0021878,735217,9709,502,Reels Feed,10/8/2025
2137,2700,Lifestyle,2.33,225,3,1038375,Photo,11539,IG0009825,651918,7074,2836,External,5/16/2025
2137,2984,Fitness,18.39,80,6,804931,Carousel,133031,IG0000061,316800,9452,2589,Hashtags,12/20/2024
2137,3104,Fashion,3.5,747,20,1658126,Video,51505,IG0027618,1341271,1511,1941,Home Feed,8/10/2025
2137,3283,Photography,49.12,809,26,278008,Photo,115941,IG0008405,67272,14251,3070,Home Feed,11/19/2024
2137,3664,Fitness,5.86,807,21,2240383,Reel,112467,IG0013287,1863150,11345,3716,Hashtags,6/19/2025
2137,4814,Lifestyle,1.29,683,2,1747232,Photo,2080,IG0028336,1306484,12682,3004,Hashtags,7/21/2025
2137,5072,Fashion,30.76,62,27,654632,Carousel,184836,IG0008047,638125,9732,1752,External,10/24/2025
2137,6708,Photography,7.1,79,20,2402961,Reel,149782,IG0021372,1989718,9890,4345,Explore,1/29/2025
2137,6709,Technology,12.9,287,3,920259,Video,104550,IG0012064,614402,3334,4106,External,12/20/2024
2137,8245,Beauty,33.27,505,24,519734,Reel,150956,IG0017263,363355,9008,4724,External,9/14/2025
2137,8980,Fashion,13.96,798,26,525736,Photo,54134,IG0017757,117554,10173,100,External,10/17/2025
2137,8987,Fashion,5.68,815,2,1287373,Video,58346,IG0026780,1054211,3169,2578,Reels Feed,4/26/2025
2138,573,Food,10.13,537,14,2025469,Carousel,199520,IG0019455,1529835,3370,1622,External,8/6/2025
2138,1207,Technology,20.68,609,24,1018637,Reel,199285,IG0014799,617879,8432,1746,Home Feed,11/23/2024
2138,1321,Fashion,1.3,509,30,1989715,Photo,22547,IG0025589,1598646,1106,893,Home Feed,4/8/2025
2138,1321,Music,1.91,526,7,1781547,Video,24845,IG0017552,1760813,7266,673,Profile,12/14/2024
2138,2432,Photography,9.42,390,19,1121609,Reel,98934,IG0001527,867220,1711,2613,Home Feed,8/19/2025
2138,2728,Lifestyle,16.15,763,6,878062,Reel,131151,IG0013822,558721,3906,4025,Explore,3/30/2025
2138,2808,Beauty,14.45,463,2,985687,Video,132865,IG0019626,742966,1754,4963,Explore,7/29/2025
2138,4257,Music,8.58,773,5,1403797,Photo,103539,IG0002527,991514,11367,1345,Hashtags,2/24/2025
2138,4338,Technology,14.28,162,6,1336731,Video,169264,IG0004649,974711,12884,4337,Explore,1/24/2025
2138,4979,Technology,13.28,149,11,1317256,Photo,157339,IG0009941,845768,11227,1442,External,8/11/2025
2138,7389,Fashion,5.8,543,15,2228310,Carousel,108910,IG0023909,1755790,12379,664,Profile,12/23/2024
2138,7508,Fashion,16.07,507,21,1309652,Photo,196196,IG0028141,826131,6123,696,Explore,5/24/2025
2138,8410,Travel,3.43,160,29,1733747,Carousel,45288,IG0020977,1401489,4097,1671,External,12/7/2024
2138,8484,Beauty,12.93,397,21,766780,Reel,77277,IG0024659,564405,10180,3209,Home Feed,3/10/2025
2138,8642,Beauty,62.29,418,2,247575,Photo,137314,IG0004201,45498,5182,3067,Hashtags,5/13/2025
2138,8857,Lifestyle,4.5,98,10,2091203,Video,66161,IG0028805,1818980,14953,4206,Explore,12/19/2024
2139,354,Travel,6.8,59,10,2225555,Photo,146391,IG0016331,1821156,656,3899,Home Feed,1/24/2025
2139,882,Fitness,10.7,655,16,1236338,Carousel,126049,IG0015917,917646,1245,4127,Reels Feed,1/18/2025
2139,946,Fitness,2.01,396,24,628166,Reel,9971,IG0000710,413206,229,1457,Reels Feed,3/25/2025
2139,1959,Travel,2.63,532,30,1864012,Reel,40227,IG0027272,1736696,2039,4886,Reels Feed,12/4/2024
2139,2019,Beauty,14.92,2,12,881548,Carousel,120679,IG0001171,564561,8661,167,Hashtags,11/3/2025
2139,2458,Fashion,41.9,483,24,455521,Video,184348,IG0024001,18913,3017,1020,Explore,4/20/2025
2139,2768,Travel,4.29,260,4,346643,Reel,378,IG0012644,236888,10181,1556,External,8/11/2025
2139,4268,Beauty,11.76,40,18,766824,Photo,71773,IG0019240,766051,9587,4570,Hashtags,12/7/2024
2139,4280,Travel,2.45,200,28,1483417,Carousel,23999,IG0016573,1046699,7928,161,Explore,3/11/2025
2139,4762,Fashion,17.21,157,23,431690,Carousel,55648,IG0009618,119400,10658,3219,Explore,4/26/2025
2139,5230,Photography,3.9,699,2,1562542,Carousel,48672,IG0007039,1182855,4265,2724,External,4/28/2025
2139,5365,Fashion,20.78,861,22,809553,Photo,160007,IG0018195,631095,1365,1525,Home Feed,3/7/2025
2139,5573,Music,9.65,139,24,2083509,Photo,188841,IG0025531,1601789,1591,4965,Explore,8/21/2025
2139,6540,Food,8.58,559,7,1004818,Video,65857,IG0015493,623609,10275,3539,Reels Feed,1/1/2025
2139,9587,Travel,16.57,736,29,1159070,Video,167209,IG0016384,769043,14958,344,External,5/29/2025
2140,242,Travel,8.24,891,4,1209988,Reel,85597,IG0015043,1109139,11361,2547,Explore,10/5/2025
2140,1075,Lifestyle,6.63,526,22,1730958,Carousel,101584,IG0019901,1456005,7950,4083,Hashtags,12/23/2024
2140,2115,Fitness,18.3,65,3,1018931,Photo,166218,IG0022659,612461,14893,3244,External,8/8/2025
2140,2401,Travel,2.43,581,24,1309782,Carousel,18284,IG0012102,972738,9931,1228,Home Feed,6/12/2025
2140,2490,Photography,11.79,379,3,1754427,Reel,196904,IG0008324,1714418,3710,3804,External,9/1/2025
2140,2948,Lifestyle,8.84,687,2,2210094,Video,173918,IG0027508,1838624,14056,4368,Home Feed,9/21/2025
2140,3111,Fitness,11.4,266,7,1830232,Video,189982,IG0014477,1805110,11746,3779,External,10/8/2025
2140,3113,Comedy,29.55,738,26,511297,Carousel,143191,IG0023306,169798,3001,1794,External,6/2/2025
2140,3161,Fashion,4.54,223,15,2179264,Carousel,86371,IG0029588,1766818,4734,4770,Profile,5/14/2025
2140,3614,Beauty,15.02,125,20,518015,Video,67154,IG0007585,49462,4755,2260,Profile,1/12/2025
2140,5293,Lifestyle,5.11,171,19,212842,Video,1671,IG0012820,30314,2190,1729,Profile,9/18/2025
2140,5632,Music,3.66,984,12,1954649,Photo,49489,IG0017141,1819650,11708,4707,External,9/13/2025
2140,5922,Comedy,10.42,247,8,1871219,Reel,173255,IG0028380,1446944,12073,3819,Explore,11/19/2024
2140,6202,Fitness,9.26,570,20,1315365,Photo,103149,IG0001250,918150,11432,1055,Profile,8/13/2025
2140,7203,Lifestyle,3.82,825,12,2004321,Video,58704,IG0011881,1695020,9487,1188,Hashtags,3/29/2025
2140,7319,Fashion,12.96,704,22,1331786,Carousel,156064,IG0029395,1022890,6629,2530,Profile,1/10/2025
2140,7437,Music,2.66,19,6,1120657,Photo,11293,IG0011444,675101,10803,296,Explore,7/17/2025
2140,8694,Food,6.44,430,13,1893168,Photo,108373,IG0000460,1443196,4680,267,Home Feed,6/23/2025
2141,502,Beauty,40.04,581,14,254368,Photo,88307,IG0024263,176996,10655,2386,Explore,3/25/2025
2141,552,Travel,29.03,550,23,664418,Carousel,184249,IG0010434,261908,6333,1727,Reels Feed,3/14/2025
2141,1246,Music,28.13,676,4,636277,Photo,164005,IG0007096,164686,11772,1958,Home Feed,1/11/2025
2141,1508,Beauty,9.96,775,19,1606532,Video,146345,IG0017002,1386683,11780,371,Profile,11/16/2025
2141,1899,Comedy,11.34,461,2,1586162,Photo,170879,IG0005178,1191569,5617,1527,Explore,4/4/2025
2141,3362,Music,7.05,444,14,2274387,Photo,141901,IG0000116,1979483,13327,1679,Reels Feed,2/5/2025
2141,3925,Beauty,20.14,268,10,794121,Reel,147458,IG0020093,368987,7205,1349,Explore,12/7/2024
2141,4254,Lifestyle,18.35,408,0,928419,Video,156851,IG0013486,727357,8180,1076,External,8/29/2025
2141,5317,Beauty,31.67,626,26,390367,Video,107555,IG0022592,145246,7688,3081,Home Feed,5/31/2025
2141,5645,Lifestyle,3.67,381,2,975455,Photo,22839,IG0023352,632394,2353,4937,Home Feed,7/21/2025
2141,6078,Technology,10.23,119,26,1471196,Video,129312,IG0027691,1287400,12339,2812,Reels Feed,9/18/2025
2141,7273,Food,7.39,793,8,2152215,Reel,148705,IG0010356,1940117,456,2508,Explore,1/2/2025
2141,8646,Fitness,5.69,76,10,448136,Photo,8041,IG0006767,158325,4705,4103,External,12/25/2024
2141,9027,Food,4.45,115,30,1563221,Carousel,51231,IG0015870,1260337,7501,1880,Reels Feed,10/15/2025
2141,9499,Photography,5.79,472,8,1968071,Photo,98130,IG0010282,1802375,3267,3142,Explore,9/30/2025
2142,740,Travel,10.66,629,23,1878717,Carousel,189559,IG0001269,1536108,6442,3506,Explore,4/5/2025
2142,748,Fashion,8.6,933,4,933955,Carousel,63611,IG0027997,526914,12945,3001,Home Feed,7/31/2025
2142,814,Beauty,7.38,972,25,1938012,Carousel,131171,IG0007893,1545039,6883,4198,Home Feed,7/12/2025
2142,1400,Technology,4.87,499,12,2004520,Photo,80030,IG0003839,1720912,12487,3758,Profile,4/10/2025
2142,2246,Comedy,12.03,644,7,1712594,Carousel,197513,IG0012187,1296268,3106,3201,Home Feed,11/16/2025
2142,2516,Travel,11.69,587,14,849697,Photo,91385,IG0025222,517207,1971,3450,Reels Feed,12/25/2024
2142,2754,Technology,57.59,821,10,352057,Video,181766,IG0000802,45607,14884,3338,Reels Feed,2/4/2025
2142,3488,Fitness,12.79,272,26,1323646,Video,157205,IG0017459,1205612,7384,1251,Home Feed,3/1/2025
2142,4788,Fashion,27.31,220,21,435129,Carousel,95980,IG0007245,411768,13488,4585,External,10/9/2025
2142,5935,Lifestyle,11.27,531,13,967716,Carousel,101365,IG0000589,723322,174,1627,Hashtags,3/23/2025
2142,6079,Lifestyle,4.45,298,9,1012040,Reel,27466,IG0012541,992181,9697,1833,Hashtags,6/21/2025
2142,7176,Comedy,34.02,277,0,584054,Reel,188290,IG0014816,344958,1041,2205,Profile,5/2/2025
2142,9278,Technology,36.33,70,29,427106,Photo,141839,IG0001136,74978,2415,1633,External,5/18/2025
2142,9537,Technology,10.45,627,4,850394,Carousel,75282,IG0022360,811087,2927,1089,Reels Feed,8/21/2025
2143,1014,Travel,23.54,601,11,709205,Photo,162636,IG0027717,329120,1158,2152,External,8/6/2025
2143,2684,Fitness,4.05,458,5,1383850,Video,49220,IG0027009,1335011,1544,2548,Hashtags,11/13/2025
2143,4874,Music,77.98,212,29,223888,Carousel,165646,IG0004350,32946,2179,1893,Profile,6/29/2025
